session_id,player_id,acquisition_channel,session_date,days_since_signup,game_category,device,session_minutes,bets_placed,net_revenue_usd
S000322,P100056,Paid Search,2025-05-23,4,Slots,Android App,16,47,3.55
S000323,P100056,Paid Search,2025-05-24,5,Bingo,Desktop,26,24,-17.12
S000324,P100056,Paid Search,2025-05-25,6,Table Games,Mobile Web,20,34,-106.6
S000325,P100056,Paid Search,2025-05-26,7,Live Dealer,iOS App,97,128,-126.14
S000326,P100057,Paid Search,2025-05-21,0,Table Games,iOS App,47,42,-69.0
S000327,P100057,Paid Search,2025-05-24,3,Bingo,Mobile Web,75,96,259.95
S000328,P100057,Paid Search,2025-05-26,5,Live Dealer,iOS App,14,12,9.36
S000329,P100057,Paid Search,2025-05-31,10,Bingo,Android App,16,9,7.97
S000330,P100057,Paid Search,2025-06-02,12,Sportsbook,iOS App,13,20,10.42
S000331,P100058,Retail Crossover,2025-03-28,0,Bingo,Mobile Web,50,24,-35.4
S000332,P100058,Retail Crossover,2025-04-11,14,Sportsbook,Android App,21,56,-23.08
S000333,P100059,Organic,2025-02-07,0,Table Games,Desktop,23,22,7.54
S000334,P100060,Affiliate,2025-05-31,0,Live Dealer,Mobile Web,42,93,85.88
S000335,P100060,Affiliate,2025-06-03,3,Sportsbook,Mobile Web,21,39,-120.19
S000336,P100060,Affiliate,2025-06-08,8,Bingo,Mobile Web,20,54,-276.87
S000337,P100060,Affiliate,2025-06-09,9,Sportsbook,Mobile Web,6,17,-58.73
S000338,P100060,Affiliate,2025-06-10,10,Table Games,Android App,23,18,-19.58
S000339,P100060,Affiliate,2025-06-11,11,Sportsbook,Android App,4,7,59.53
S000340,P100060,Affiliate,2025-06-19,19,Table Games,Desktop,20,33,-36.76
S000341,P100061,Paid Search,2025-03-13,0,Bingo,Desktop,7,12,7.93
S000342,P100061,Paid Search,2025-03-14,1,Bingo,Desktop,59,171,-42.94
S000343,P100061,Paid Search,2025-03-19,6,Bingo,Mobile Web,8,10,11.62
S000344,P100061,Paid Search,2025-03-22,9,Slots,iOS App,7,14,-70.88
S000345,P100061,Paid Search,2025-04-05,23,Slots,Desktop,36,74,218.69
S000346,P100061,Paid Search,2025-04-19,37,Slots,Desktop,20,17,32.47
S000347,P100061,Paid Search,2025-04-22,40,Sportsbook,Desktop,31,95,-289.29
S000348,P100062,Affiliate,2025-04-26,0,Bingo,Desktop,69,139,56.88
S000349,P100062,Affiliate,2025-04-29,3,Slots,Android App,39,104,73.55
S000350,P100062,Affiliate,2025-04-30,4,Live Dealer,iOS App,8,19,99.82
S000351,P100063,Organic,2025-06-02,0,Bingo,Desktop,43,55,192.13
S000352,P100063,Organic,2025-06-04,2,Table Games,Desktop,14,40,93.16
S000353,P100063,Organic,2025-06-09,7,Live Dealer,iOS App,23,39,169.35
S000354,P100063,Organic,2025-06-23,21,Bingo,Mobile Web,15,7,3.61
S000355,P100063,Organic,2025-07-01,29,Bingo,iOS App,10,23,-34.12
S000356,P100064,Retail Crossover,2025-01-14,0,Sportsbook,Android App,25,24,-5.87
S000357,P100064,Retail Crossover,2025-01-17,3,Bingo,iOS App,63,153,343.38
S000358,P100065,Paid Social,2025-05-05,0,Live Dealer,iOS App,9,16,-27.36
S000359,P100065,Paid Social,2025-05-08,3,Bingo,Android App,9,22,120.29
S000360,P100066,Paid Search,2025-01-07,0,Bingo,Mobile Web,11,14,25.0
S000361,P100066,Paid Search,2025-01-08,1,Live Dealer,Mobile Web,7,15,3.34
S000362,P100066,Paid Search,2025-01-09,2,Slots,Android App,47,20,-16.98
S000363,P100067,Organic,2025-04-27,0,Live Dealer,Mobile Web,11,11,-7.21
S000364,P100067,Organic,2025-05-05,8,Table Games,Android App,9,18,-99.2
S000365,P100067,Organic,2025-05-10,13,Table Games,Android App,84,59,23.1
S000366,P100067,Organic,2025-05-11,14,Slots,iOS App,41,88,4.89
S000367,P100067,Organic,2025-05-13,16,Slots,Mobile Web,23,23,15.82
S000368,P100067,Organic,2025-05-27,30,Bingo,iOS App,23,55,388.27
S000369,P100067,Organic,2025-05-28,31,Slots,Desktop,48,120,360.21
S000370,P100067,Organic,2025-05-29,32,Slots,iOS App,31,91,-215.79
S000371,P100067,Organic,2025-06-01,35,Table Games,iOS App,8,24,-23.54
S000372,P100068,Paid Search,2025-03-18,0,Table Games,Android App,23,48,9.01
S000373,P100069,Paid Social,2025-05-08,0,Bingo,iOS App,90,89,244.39
S000374,P100069,Paid Social,2025-05-13,5,Slots,iOS App,21,57,97.05
S000375,P100069,Paid Social,2025-05-14,6,Slots,Desktop,93,296,309.93
S000376,P100069,Paid Social,2025-05-17,9,Sportsbook,iOS App,12,23,6.06
S000377,P100069,Paid Social,2025-05-20,12,Slots,Desktop,32,54,-110.06
S000378,P100069,Paid Social,2025-05-23,15,Live Dealer,Mobile Web,17,40,-90.51
S000379,P100069,Paid Social,2025-05-26,18,Slots,Android App,8,10,6.92
S000380,P100069,Paid Social,2025-05-28,20,Live Dealer,Android App,14,14,-48.43
S000381,P100069,Paid Social,2025-05-30,22,Sportsbook,Android App,24,19,8.57
S000382,P100069,Paid Social,2025-06-01,24,Bingo,iOS App,10,26,-140.18
S000383,P100069,Paid Social,2025-06-02,25,Sportsbook,Android App,6,4,-1.13
S000384,P100069,Paid Social,2025-06-05,28,Slots,Mobile Web,5,2,0.61
S000385,P100069,Paid Social,2025-06-07,30,Table Games,Desktop,51,148,515.56
S000386,P100069,Paid Social,2025-06-12,35,Bingo,Android App,25,49,-17.11
S000387,P100069,Paid Social,2025-06-17,40,Sportsbook,Android App,28,34,-55.64
S000388,P100069,Paid Social,2025-06-25,48,Table Games,Mobile Web,13,18,32.57
S000389,P100070,Paid Search,2025-02-17,0,Bingo,Android App,31,89,23.62
S000390,P100070,Paid Search,2025-02-18,1,Bingo,Desktop,41,28,-152.15
S000391,P100070,Paid Search,2025-03-04,15,Slots,iOS App,73,232,268.93
S000392,P100071,Organic,2025-06-29,0,Slots,Desktop,57,96,421.43
S000393,P100071,Organic,2025-07-02,3,Live Dealer,Mobile Web,20,20,60.26
S000394,P100072,Paid Search,2025-01-18,0,Slots,iOS App,13,41,110.25
S000395,P100072,Paid Search,2025-01-21,3,Live Dealer,iOS App,13,18,8.15
S000396,P100072,Paid Search,2025-01-29,11,Table Games,Mobile Web,88,156,88.1
S000397,P100072,Paid Search,2025-02-01,14,Slots,Desktop,13,28,126.84
S000398,P100072,Paid Search,2025-02-06,19,Slots,Mobile Web,12,36,-64.81
S000399,P100072,Paid Search,2025-02-07,20,Live Dealer,iOS App,12,29,-46.73
S000400,P100072,Paid Search,2025-02-10,23,Bingo,Mobile Web,20,41,108.26
S000401,P100073,Organic,2025-03-23,0,Bingo,iOS App,16,40,39.53
S000402,P100073,Organic,2025-03-26,3,Bingo,Desktop,38,26,-6.49
S000403,P100073,Organic,2025-04-09,17,Slots,Desktop,38,77,-130.57
S000404,P100073,Organic,2025-04-17,25,Sportsbook,Android App,65,27,-30.29
S000405,P100073,Organic,2025-04-18,26,Slots,Desktop,17,29,68.4
S000406,P100074,Paid Search,2025-05-31,0,Live Dealer,Desktop,25,27,27.71
S000407,P100075,Retail Crossover,2025-04-29,0,Live Dealer,Mobile Web,29,56,166.06
S000408,P100075,Retail Crossover,2025-05-01,2,Slots,Android App,41,106,407.95
S000409,P100075,Retail Crossover,2025-05-02,3,Bingo,iOS App,9,15,28.33
S000410,P100075,Retail Crossover,2025-05-05,6,Bingo,Android App,25,56,-58.41
S000411,P100075,Retail Crossover,2025-05-06,7,Live Dealer,iOS App,15,12,17.13
S000412,P100075,Retail Crossover,2025-05-09,10,Live Dealer,Android App,11,25,-26.75
S000413,P100075,Retail Crossover,2025-05-10,11,Live Dealer,Mobile Web,46,59,153.61
S000414,P100075,Retail Crossover,2025-05-11,12,Bingo,Mobile Web,29,52,33.03
S000415,P100076,Organic,2025-05-07,0,Slots,Mobile Web,22,45,-117.93
S000416,P100076,Organic,2025-05-08,1,Slots,Android App,14,10,60.09
S000417,P100077,Organic,2025-05-02,0,Bingo,Desktop,11,26,205.37
S000418,P100077,Organic,2025-05-16,14,Bingo,iOS App,5,5,28.77
S000419,P100077,Organic,2025-05-17,15,Table Games,Mobile Web,29,74,-135.85
S000420,P100077,Organic,2025-05-18,16,Bingo,Desktop,56,68,79.53
S000421,P100078,Retail Crossover,2025-05-31,0,Bingo,Desktop,16,19,17.41
S000422,P100078,Retail Crossover,2025-06-03,3,Table Games,Android App,4,5,3.95
S000423,P100078,Retail Crossover,2025-06-05,5,Slots,iOS App,33,71,-47.9
S000424,P100078,Retail Crossover,2025-06-13,13,Sportsbook,Desktop,14,31,150.72
S000425,P100078,Retail Crossover,2025-06-18,18,Live Dealer,Desktop,13,8,1.99
S000426,P100078,Retail Crossover,2025-06-19,19,Slots,Mobile Web,13,32,359.68
S000427,P100078,Retail Crossover,2025-06-27,27,Slots,Desktop,21,14,-10.67
S000428,P100078,Retail Crossover,2025-06-29,29,Bingo,Desktop,12,9,84.39
S000429,P100078,Retail Crossover,2025-07-01,31,Live Dealer,Mobile Web,15,43,-399.0
S000430,P100078,Retail Crossover,2025-07-04,34,Slots,iOS App,23,41,-71.91
S000431,P100078,Retail Crossover,2025-07-09,39,Sportsbook,Desktop,19,7,-28.09
S000432,P100078,Retail Crossover,2025-07-17,47,Table Games,iOS App,12,19,134.01
S000433,P100078,Retail Crossover,2025-07-19,49,Table Games,Mobile Web,11,32,39.37
S000434,P100078,Retail Crossover,2025-07-27,57,Bingo,Mobile Web,22,58,-57.6
S000435,P100078,Retail Crossover,2025-08-01,62,Bingo,Desktop,21,35,105.82
S000436,P100078,Retail Crossover,2025-08-09,70,Live Dealer,Android App,15,32,-30.65
S000437,P100079,Retail Crossover,2025-02-23,0,Bingo,Mobile Web,7,18,-16.93
S000438,P100080,Organic,2025-01-12,0,Live Dealer,iOS App,21,65,26.24
S000439,P100081,Retail Crossover,2025-04-14,0,Slots,Mobile Web,17,37,-140.25
S000440,P100081,Retail Crossover,2025-04-15,1,Table Games,iOS App,30,49,-0.52
S000441,P100081,Retail Crossover,2025-04-18,4,Live Dealer,Android App,13,10,-10.7
S000442,P100081,Retail Crossover,2025-04-23,9,Bingo,Mobile Web,9,20,16.24
S000443,P100081,Retail Crossover,2025-04-28,14,Live Dealer,Desktop,48,38,42.5
S000444,P100081,Retail Crossover,2025-05-03,19,Table Games,Android App,17,30,-3.67
S000445,P100081,Retail Crossover,2025-05-05,21,Sportsbook,Android App,7,18,-2.85
S000446,P100081,Retail Crossover,2025-05-08,24,Slots,Mobile Web,41,72,-284.52
S000447,P100081,Retail Crossover,2025-05-11,27,Live Dealer,Desktop,8,8,-14.01
S000448,P100082,Retail Crossover,2025-05-23,0,Bingo,Mobile Web,22,48,-32.4
S000449,P100082,Retail Crossover,2025-05-24,1,Table Games,Desktop,10,28,7.53
S000450,P100082,Retail Crossover,2025-05-25,2,Slots,Mobile Web,6,12,-32.52
S000451,P100082,Retail Crossover,2025-05-26,3,Sportsbook,iOS App,47,70,212.35
S000452,P100082,Retail Crossover,2025-05-27,4,Live Dealer,Android App,19,42,-229.47
S000453,P100082,Retail Crossover,2025-06-04,12,Live Dealer,iOS App,45,142,274.66
S000454,P100082,Retail Crossover,2025-06-05,13,Bingo,iOS App,9,7,-12.5
S000455,P100082,Retail Crossover,2025-06-07,15,Table Games,Mobile Web,14,13,-96.63
S000456,P100082,Retail Crossover,2025-06-21,29,Table Games,iOS App,34,49,22.59
S000457,P100082,Retail Crossover,2025-07-05,43,Live Dealer,Android App,16,24,-93.01
S000458,P100082,Retail Crossover,2025-07-13,51,Table Games,Desktop,8,9,-48.01
S000459,P100082,Retail Crossover,2025-07-16,54,Slots,Mobile Web,7,14,28.4
S000460,P100082,Retail Crossover,2025-07-21,59,Table Games,iOS App,12,10,-28.18
S000461,P100082,Retail Crossover,2025-07-24,62,Live Dealer,Mobile Web,10,20,120.61
S000462,P100082,Retail Crossover,2025-07-25,63,Live Dealer,Mobile Web,12,5,2.86
S000463,P100082,Retail Crossover,2025-07-26,64,Sportsbook,Desktop,12,35,44.44
S000464,P100082,Retail Crossover,2025-08-09,78,Bingo,Desktop,9,6,13.38
S000465,P100082,Retail Crossover,2025-08-12,81,Table Games,Mobile Web,54,27,80.08
S000466,P100082,Retail Crossover,2025-08-13,82,Sportsbook,Android App,8,6,-3.12
S000467,P100082,Retail Crossover,2025-08-14,83,Live Dealer,Desktop,65,59,302.02
S000468,P100082,Retail Crossover,2025-08-15,84,Slots,iOS App,4,10,-10.35
S000469,P100082,Retail Crossover,2025-08-23,92,Live Dealer,iOS App,31,93,301.57
S000470,P100082,Retail Crossover,2025-08-24,93,Slots,Android App,42,101,-45.13
S000471,P100082,Retail Crossover,2025-08-27,96,Slots,iOS App,49,65,-71.38
S000472,P100082,Retail Crossover,2025-08-28,97,Sportsbook,iOS App,14,39,-33.96
S000473,P100082,Retail Crossover,2025-09-02,102,Table Games,Desktop,31,60,-182.25
S000474,P100082,Retail Crossover,2025-09-05,105,Bingo,Android App,33,59,520.3
S000475,P100082,Retail Crossover,2025-09-06,106,Sportsbook,iOS App,8,20,-8.92
S000476,P100082,Retail Crossover,2025-09-20,120,Table Games,Desktop,223,362,-894.26
S000477,P100082,Retail Crossover,2025-09-25,125,Bingo,Desktop,4,11,91.92
S000478,P100083,Organic,2025-03-20,0,Bingo,Desktop,9,28,-63.53
S000479,P100083,Organic,2025-03-23,3,Slots,Desktop,35,43,401.84
S000480,P100083,Organic,2025-03-25,5,Live Dealer,Android App,22,53,-120.0
S000481,P100084,Organic,2025-06-01,0,Bingo,Mobile Web,40,122,-60.39
S000482,P100084,Organic,2025-06-09,8,Sportsbook,iOS App,42,124,42.52
S000483,P100084,Organic,2025-06-11,10,Live Dealer,iOS App,18,31,-1.74
S000484,P100084,Organic,2025-06-19,18,Live Dealer,iOS App,30,82,-24.32
S000485,P100084,Organic,2025-06-20,19,Table Games,iOS App,25,25,9.0
S000486,P100085,Retail Crossover,2025-02-09,0,Table Games,Mobile Web,12,8,0.05
S000487,P100086,Affiliate,2025-03-10,0,Bingo,iOS App,16,44,-22.76
S000488,P100086,Affiliate,2025-03-18,8,Bingo,Desktop,4,10,83.87
S000489,P100086,Affiliate,2025-03-21,11,Slots,Mobile Web,44,23,-22.02
S000490,P100086,Affiliate,2025-03-24,14,Bingo,iOS App,20,29,124.27
S000491,P100087,Retail Crossover,2025-03-09,0,Slots,iOS App,25,66,-103.31
S000492,P100088,Affiliate,2025-02-28,0,Slots,iOS App,28,14,64.0
S000493,P100089,Retail Crossover,2025-04-06,0,Slots,Desktop,34,100,-224.26
S000494,P100089,Retail Crossover,2025-04-07,1,Bingo,Mobile Web,11,29,6.91
S000495,P100090,Retail Crossover,2025-05-25,0,Bingo,Desktop,11,28,-45.02
S000496,P100090,Retail Crossover,2025-05-26,1,Table Games,iOS App,14,14,31.26
S000497,P100091,Affiliate,2025-05-15,0,Slots,Desktop,74,227,-204.86
S000498,P100091,Affiliate,2025-05-17,2,Sportsbook,Mobile Web,8,12,-4.49
S000499,P100092,Affiliate,2025-04-21,0,Table Games,Mobile Web,11,31,24.7
S000500,P100092,Affiliate,2025-04-29,8,Slots,Desktop,20,24,-83.74
S000501,P100093,Paid Social,2025-03-02,0,Table Games,Desktop,7,3,10.72
S000502,P100093,Paid Social,2025-03-03,1,Bingo,Mobile Web,27,66,252.05
S000503,P100094,Organic,2025-01-25,0,Bingo,Android App,23,60,18.8
S000504,P100094,Organic,2025-02-08,14,Sportsbook,Android App,18,53,177.45
S000505,P100094,Organic,2025-02-09,15,Bingo,Android App,21,41,245.69
S000506,P100094,Organic,2025-02-17,23,Bingo,iOS App,32,15,-35.9
S000507,P100094,Organic,2025-02-20,26,Bingo,iOS App,121,77,1.69
S000508,P100094,Organic,2025-02-23,29,Live Dealer,iOS App,45,143,36.88
S000509,P100094,Organic,2025-02-24,30,Bingo,Desktop,24,14,-22.25
S000510,P100094,Organic,2025-02-27,33,Sportsbook,Desktop,11,7,30.11
S000511,P100095,Organic,2025-04-02,0,Live Dealer,iOS App,67,52,32.82
S000512,P100095,Organic,2025-04-10,8,Table Games,Android App,8,24,8.99
S000513,P100095,Organic,2025-04-18,16,Live Dealer,Android App,18,27,37.66
S000514,P100095,Organic,2025-04-19,17,Slots,Android App,21,39,36.39
S000515,P100095,Organic,2025-04-20,18,Table Games,Desktop,14,30,241.9
S000516,P100095,Organic,2025-04-23,21,Table Games,Desktop,13,12,82.09
S000517,P100095,Organic,2025-05-07,35,Slots,Desktop,56,30,-54.17
S000518,P100095,Organic,2025-05-10,38,Live Dealer,Android App,95,41,60.18
S000519,P100095,Organic,2025-05-12,40,Live Dealer,Mobile Web,24,45,23.78
S000520,P100095,Organic,2025-05-20,48,Table Games,Desktop,9,8,40.23
S000521,P100095,Organic,2025-05-23,51,Bingo,Desktop,24,72,137.1
S000522,P100096,Organic,2025-06-30,0,Bingo,Desktop,64,118,-12.39
S000523,P100097,Paid Search,2025-01-13,0,Bingo,Android App,69,204,19.76
S000524,P100098,Retail Crossover,2025-05-01,0,Live Dealer,Mobile Web,28,62,29.07
S000525,P100098,Retail Crossover,2025-05-02,1,Sportsbook,Desktop,25,68,6.33
S000526,P100098,Retail Crossover,2025-05-05,4,Live Dealer,Desktop,9,13,1.7
S000527,P100098,Retail Crossover,2025-05-13,12,Live Dealer,iOS App,19,30,-35.37
S000528,P100098,Retail Crossover,2025-05-16,15,Table Games,iOS App,21,50,-27.5
S000529,P100098,Retail Crossover,2025-05-21,20,Sportsbook,Android App,10,6,3.81
S000530,P100098,Retail Crossover,2025-05-26,25,Bingo,iOS App,6,10,19.1
S000531,P100098,Retail Crossover,2025-06-03,33,Bingo,iOS App,14,31,30.87
S000532,P100099,Affiliate,2025-01-31,0,Live Dealer,Mobile Web,39,20,18.27
S000533,P100099,Affiliate,2025-02-08,8,Bingo,Mobile Web,18,25,38.39
S000534,P100099,Affiliate,2025-02-09,9,Sportsbook,iOS App,21,17,-37.21
S000535,P100100,Paid Social,2025-05-05,0,Live Dealer,Desktop,26,81,1039.3
S000536,P100101,Affiliate,2025-06-29,0,Sportsbook,Desktop,47,86,-131.36
S000537,P100101,Affiliate,2025-06-30,1,Live Dealer,Android App,30,33,-82.61
S000538,P100102,Paid Social,2025-03-16,0,Table Games,iOS App,71,78,-35.52
S000539,P100102,Paid Social,2025-03-18,2,Live Dealer,Mobile Web,12,36,30.35
S000540,P100103,Affiliate,2025-05-12,0,Slots,iOS App,8,22,-43.65
S000541,P100104,Paid Social,2025-04-30,0,Table Games,iOS App,68,157,70.44
S000542,P100104,Paid Social,2025-05-05,5,Sportsbook,Android App,28,89,74.84
S000543,P100104,Paid Social,2025-05-07,7,Sportsbook,Android App,38,85,-82.92
S000544,P100104,Paid Social,2025-05-10,10,Sportsbook,iOS App,44,44,208.2
S000545,P100104,Paid Social,2025-05-24,24,Live Dealer,Desktop,40,119,-0.94
S000546,P100104,Paid Social,2025-06-07,38,Table Games,Desktop,14,25,16.09
S000547,P100104,Paid Social,2025-06-21,52,Slots,iOS App,6,15,31.2
S000548,P100104,Paid Social,2025-06-22,53,Table Games,iOS App,9,16,17.25
S000549,P100105,Paid Search,2025-03-01,0,Slots,Desktop,21,62,70.28
S000550,P100106,Paid Search,2025-06-15,0,Live Dealer,Android App,77,95,-54.6
S000551,P100106,Paid Search,2025-06-17,2,Sportsbook,Android App,3,4,-9.9
S000552,P100106,Paid Search,2025-06-22,7,Slots,Android App,11,17,80.77
S000553,P100106,Paid Search,2025-06-30,15,Sportsbook,iOS App,51,51,269.55
S000554,P100106,Paid Search,2025-07-05,20,Slots,iOS App,25,76,-577.18
S000555,P100106,Paid Search,2025-07-06,21,Table Games,iOS App,16,12,28.57
S000556,P100106,Paid Search,2025-07-08,23,Bingo,iOS App,9,19,-1.64
S000557,P100106,Paid Search,2025-07-10,25,Live Dealer,iOS App,10,29,13.84
S000558,P100106,Paid Search,2025-07-18,33,Bingo,Mobile Web,20,40,47.27
S000559,P100106,Paid Search,2025-07-20,35,Sportsbook,Android App,35,64,-4.66
S000560,P100106,Paid Search,2025-07-28,43,Table Games,Desktop,71,125,-217.36
S000561,P100106,Paid Search,2025-07-31,46,Bingo,Desktop,4,12,20.92
S000562,P100106,Paid Search,2025-08-03,49,Live Dealer,Mobile Web,34,55,-85.67
S000563,P100107,Affiliate,2025-04-23,0,Table Games,Android App,25,70,13.07
S000564,P100108,Paid Search,2025-05-23,0,Bingo,Desktop,30,59,33.85
S000565,P100109,Paid Search,2025-02-10,0,Table Games,Mobile Web,8,23,2.97
S000566,P100109,Paid Search,2025-02-13,3,Slots,Mobile Web,55,79,57.48
S000567,P100110,Affiliate,2025-02-01,0,Slots,Mobile Web,27,46,64.89
S000568,P100111,Paid Search,2025-02-12,0,Live Dealer,Android App,32,22,-8.69
S000569,P100111,Paid Search,2025-02-15,3,Slots,Mobile Web,23,19,11.65
S000570,P100111,Paid Search,2025-02-23,11,Bingo,iOS App,10,23,-74.08
S000571,P100111,Paid Search,2025-03-03,19,Sportsbook,iOS App,25,19,-40.51
S000572,P100112,Organic,2025-04-15,0,Bingo,iOS App,25,70,-103.04
S000573,P100113,Paid Search,2025-04-01,0,Slots,Mobile Web,35,57,134.95
S000574,P100113,Paid Search,2025-04-04,3,Live Dealer,Android App,8,13,-0.05
S000575,P100113,Paid Search,2025-04-12,11,Bingo,Mobile Web,33,32,37.32
S000576,P100113,Paid Search,2025-04-13,12,Live Dealer,Mobile Web,59,86,246.3
S000577,P100113,Paid Search,2025-04-16,15,Sportsbook,Desktop,6,10,29.0
S000578,P100113,Paid Search,2025-04-21,20,Table Games,iOS App,36,28,7.72
S000579,P100113,Paid Search,2025-05-05,34,Live Dealer,Desktop,11,22,21.54
S000580,P100113,Paid Search,2025-05-08,37,Bingo,Desktop,56,130,-32.39
S000581,P100113,Paid Search,2025-05-09,38,Sportsbook,Mobile Web,14,12,-4.38
S000582,P100113,Paid Search,2025-05-11,40,Table Games,iOS App,14,12,-13.4
S000583,P100113,Paid Search,2025-05-14,43,Table Games,iOS App,35,45,-198.67
S000584,P100113,Paid Search,2025-05-22,51,Slots,Android App,20,23,3.91
S000585,P100113,Paid Search,2025-05-25,54,Table Games,iOS App,19,54,-24.71
S000586,P100113,Paid Search,2025-05-26,55,Sportsbook,iOS App,22,15,-27.12
S000587,P100113,Paid Search,2025-05-28,57,Live Dealer,Mobile Web,13,10,-10.72
S000588,P100113,Paid Search,2025-05-29,58,Sportsbook,iOS App,23,56,-146.4
S000589,P100113,Paid Search,2025-06-03,63,Slots,Desktop,9,25,-2.38
S000590,P100113,Paid Search,2025-06-06,66,Sportsbook,Desktop,20,21,99.14
S000591,P100113,Paid Search,2025-06-11,71,Slots,Mobile Web,5,6,10.77
S000592,P100114,Affiliate,2025-05-15,0,Slots,Mobile Web,93,147,-217.64
S000593,P100115,Organic,2025-05-01,0,Live Dealer,Mobile Web,6,10,15.04
S000594,P100115,Organic,2025-05-02,1,Table Games,Mobile Web,49,93,338.61
S000595,P100115,Organic,2025-05-03,2,Table Games,iOS App,13,23,27.57
S000596,P100115,Organic,2025-05-06,5,Bingo,iOS App,20,12,10.57
S000597,P100115,Organic,2025-05-20,19,Table Games,iOS App,34,65,81.72
S000598,P100115,Organic,2025-05-21,20,Slots,Desktop,31,37,54.91
S000599,P100115,Organic,2025-05-26,25,Live Dealer,iOS App,30,22,-6.5
S000600,P100115,Organic,2025-05-27,26,Bingo,iOS App,6,11,2.47
S000601,P100116,Organic,2025-05-27,0,Live Dealer,Desktop,8,21,15.31
S000602,P100116,Organic,2025-06-10,14,Live Dealer,Android App,18,11,35.66
S000603,P100116,Organic,2025-06-13,17,Sportsbook,Desktop,10,13,-3.16
S000604,P100116,Organic,2025-06-15,19,Table Games,Android App,4,5,-23.36
S000605,P100116,Organic,2025-06-17,21,Table Games,iOS App,34,19,-5.84
